"date" "TCEF" "BVFED" "VCBFBCF" "VFMVF4" "ETF_VFMVN30" "ETF_SSIVN50" "SSIBF" "TCBF" "VEOF" "SSISCA" "VCBFTBF" "VFMVF1"
"2020-04-09" 10723 11483 NA 13476 11700 10312 11611 14006 11407 14203 NA 33305
"2020-04-10" 10805 NA NA NA 11500 NA 11615 14039 NA 14317 NA NA
"2020-04-11" 10805 NA NA NA NA NA NA 14039 NA NA NA NA
"2020-04-12" 10805 NA NA 13393 NA 10281 NA 14009 NA NA NA 33097
"2020-04-13" 10762 NA NA 13535 11800 10423 11618 14016 NA 14320 NA 33436
"2020-04-14" 10851 NA NA 13598 11800 10510 11621 14020 11568 14553 NA 33642
"2020-04-15" 10947 NA 14702 13814 12100 10636 11622 14023 NA 14716 16967 34104
"2020-04-16" 11098 NA NA 13859 12000 10686 11635 14026 NA 14936 NA 34186
"2020-04-17" 11118 NA NA NA 12300 NA 11638 14029 NA 15064 NA NA
"2020-04-18" 11118 NA NA NA NA NA NA 14029 NA NA NA NA
"2020-04-19" 11118 NA NA 14057 NA 10820 NA 14029 NA NA NA 34686
"2020-04-20" 11245 NA NA 14173 12300 10826 11640 14035 NA 15452 NA 34927
"2020-04-21" 11289 NA NA 13650 11800 10377 11648 14034 12029 15687 NA 33787
"2020-04-22" 11006 NA 14752 13826 11900 10465 11647 14035 NA 15222 17032 34225
"2020-04-23" 11096 11817 NA 13859 12000 10516 11652 14038 11766 15410 NA 34342
"2020-04-24" 11108 NA NA NA 12100 NA 11650 14039 NA 15515 NA NA
"2020-04-25" 11108 NA NA NA NA NA NA 14039 NA NA NA NA
"2020-04-26" 11108 NA NA 13916 NA 10602 NA 14039 NA NA NA 34429
"2020-04-27" 11143 NA NA 13854 12100 10532 11656 14037 NA 15596 NA 34349
"2020-04-28" 11060 NA NA 13815 11900 10484 11658 14041 11809 15674 NA 34242
"2020-04-29" 11043 NA 15069 NA 12000 NA 11659 14062 NA 15643 17241 NA
"2020-04-30" 11043 11864 NA NA NA 10482 11651 14062 NA 15642 NA NA
"2020-05-01" 11043 NA NA NA NA NA NA 14062 NA NA NA NA
"2020-05-02" 11043 NA NA NA NA NA NA 14062 NA NA NA NA
"2020-05-03" 11043 NA NA 13899 NA 10481 NA 14062 NA NA NA 34372
"2020-05-04" 11069 NA NA 13752 11900 10393 11657 14066 NA 15640 NA 34030
"2020-05-05" 10992 NA NA 13813 11900 10419 11668 14073 11731 15491 NA 34154
"2020-05-06" 10994 NA 15040 14107 12200 10647 11670 14077 NA 15469 17218 34757
"2020-05-07" 11160 11981 NA 14372 12400 10833 11673 14091 11960 15637 NA 35275
"2020-05-08" 11280 NA NA NA 12700 NA 11674 14094 NA 15782 NA NA
"2020-05-09" 11280 NA NA NA NA NA NA 14094 NA NA NA NA
"2020-05-10" 11280 NA NA 14599 NA 11103 NA 14094 NA NA NA 35762
"2020-05-11" 11403 NA NA 14863 13000 11351 11679 14101 NA 15866 NA 36291
"2020-05-12" 11498 NA NA 15011 13100 11437 11682 14103 12517 15940 NA 36552
"2020-05-13" 11627 NA 15754 15143 13000 11445 11684 14099 NA 16004 17730 36775
"2020-05-14" 11773 12830 NA 15010 13000 11407 11683 14102 12705 16131 NA 36501
"2020-05-15" 11685 NA NA NA 12900 NA 11687 14103 NA 16083 NA NA
"2020-05-16" 11685 NA NA NA NA NA NA 14103 NA NA NA NA
"2020-05-17" 11685 NA NA 14836 NA 11309 NA 14103 NA NA NA 36216
"2020-05-18" 11596 NA NA 15114 13100 11451 11692 14109 NA 15971 NA 36825
"2020-05-19" 11739 NA NA 15341 13400 11607 11694 14113 12724 16196 NA 37287
"2020-05-20" 11839 NA 15913 15409 13500 11657 11696 14106 NA 16367 17828 37429
"2020-05-21" 11821 13152 NA 15541 13700 11784 11698 14100 12916 16461 NA 37682
"2020-05-22" 11905 NA NA NA 13400 NA 11701 14103 NA 16534 NA NA
"2020-05-23" 11905 NA NA NA NA NA NA 14103 NA NA NA NA
"2020-05-24" 11905 NA NA 15407 NA 11641 NA 14103 NA NA NA 37319
"2020-05-25" 11812 NA NA 15594 13400 11737 11705 14099 NA 16468 NA 37771
"2020-05-26" 11861 NA NA 15842 13600 11847 11707 14102 12994 16611 NA 38276
"2020-05-27" 11999 NA 16187 15503 13500 11641 11709 14115 NA 16756 18037 37553
"2020-05-28" 11853 13164 NA 15588 13400 11688 11708 14115 12932 16614 NA 37755
"2020-05-29" 11879 NA NA NA 13500 NA 11712 14118 NA 16629 NA NA
"2020-05-30" 11879 NA NA NA NA NA NA 14118 NA NA NA NA
"2020-05-31" 11879 NA NA 15647 NA 11726 11718 14118 NA 16649 NA 37922
"2020-06-01" 11871 NA NA 15990 13700 11971 11718 14127 NA 16649 NA 38680
"2020-06-02" 12063 NA NA 15851 13600 11911 11721 14128 13257 16692 NA 38329
"2020-06-03" 12011 NA 16161 16061 13600 12025 11722 14131 NA 16716 18032 38783
"2020-06-04" 12112 13533 NA 16119 13700 NA 11716 14131 13295 16818 NA 38826
"2020-06-05" 12147 NA NA NA 13800 NA 11727 14132 NA 16768 NA NA
"2020-06-06" 12147 NA NA NA NA NA NA 14132 NA NA NA NA
"2020-06-07" 12147 NA NA 16213 NA 12073 NA 14132 NA NA NA 39020
"2020-06-08" 12228 NA NA 16541 14000 12247 11732 14138 NA 16788 NA 39638
"2020-06-09" 12341 NA NA 16481 14000 12225 11734 14142 13557 17018 NA 39424
"2020-06-10" 12283 NA 16567 16504 14100 12253 11737 14146 NA 16905 18338 39519
"2020-06-11" 12265 13728 NA 15733 13700 11796 11737 14150 13552 16946 NA 37921
"2020-06-12" 11845 NA NA NA 13600 NA 11738 14151 NA 16502 NA NA
"2020-06-13" 11845 NA NA NA NA NA NA 14151 NA NA NA NA
"2020-06-14" 11845 NA NA 15789 NA 11791 NA 14151 NA NA NA 38023
"2020-06-15" 11818 NA NA 15141 13000 11355 11744 14159 NA 16561 NA 36687
"2020-06-16" 11529 NA NA 15568 13300 11684 11751 14164 12713 16245 NA 37566
"2020-06-17" 11719 NA 16056 15566 13400 11624 11752 14162 NA 16456 17989 37502
"2020-06-18" 11727 13095 NA 15631 13400 11624 11753 14161 13022 16450 NA 37643
"2020-06-19" 11785 NA NA NA 13500 NA NA 14164 NA 16525 NA NA
"2020-06-20" 11785 NA NA NA NA NA NA 14164 NA NA NA NA
"2020-06-21" 11785 NA NA 15859 NA 11818 NA 14164 NA NA NA 38098
"2020-06-22" 11898 NA NA 15909 13600 11841 11763 14173 NA 16621 NA 38211
"2020-06-23" 11945 NA NA 15845 13500 11802 11766 14176 13226 16665 NA 38085
"2020-06-24" 11994 NA 16258 15658 13400 11705 11768 14178 NA 16654 18145 37750
"2020-06-25" 11882 13166 NA 15576 13300 11638 11767 14180 13114 16641 NA 37565
"2020-06-26" 11805 NA NA NA 13400 NA 11773 14190 NA 16560 NA NA
"2020-06-27" 11805 NA NA NA NA NA NA 14190 NA NA NA NA
"2020-06-28" 11805 NA NA 15535 NA 11607 NA 14190 NA NA NA 37513
"2020-06-29" 11808 NA NA 15095 12800 11306 11777 14196 NA 16589 NA 36618
"2020-06-30" 11569 NA NA 14978 13300 11253 11783 14202 12760 16343 NA 36402
"2020-07-01" 11494 NA 15864 15351 13300 11490 11783 14204 NA 16388 17903 37145
"2020-07-02" 11660 12952 NA 15345 13200 11460 11785 14203 12957 16512 NA 37168
"2020-07-03" 11656 NA NA NA 13300 NA 11787 14206 NA 16589 NA NA
"2020-07-04" 11656 NA NA NA NA NA NA 14206 NA NA NA NA
"2020-07-05" 11656 NA NA 15378 NA 11512 NA 14206 NA NA NA 37183
"2020-07-06" 11688 NA NA 15602 13500 11709 11791 14216 NA 16626 NA 37631
"2020-07-07" 11759 NA NA 15683 13500 11734 11793 14222 13143 16649 NA 37804
"2020-07-08" 11805 NA 16248 15690 13400 11733 11794 14225 NA 16695 18174 37866
"2020-07-09" 11810 13265 NA 15926 13700 11901 11797 14238 13196 16710 NA 38354
"2020-07-10" 11912 NA NA NA 13700 NA 11800 14228 NA 16779 NA NA
"2020-07-11" 11912 NA NA NA NA NA NA 14228 NA NA NA NA
"2020-07-12" 11912 NA NA 15789 NA 11794 NA 14228 NA NA NA 38089
"2020-07-13" 11836 NA NA 15765 13500 11753 11805 14235 NA 16700 NA 38046
"2020-07-14" 11875 NA NA 15794 13500 NA 11808 14240 13254 16719 NA 38115
"2020-07-15" 11933 NA 16311 15888 13700 11816 11809 14241 NA 16791 18240 38286
"2020-07-16" 11955 13444 NA 15942 13600 11945 11810 14245 13369 16801 NA 38463
"2020-07-17" 11951 NA NA NA 13600 NA 11814 14246 NA 16797 NA NA
"2020-07-18" 11951 NA NA NA NA NA NA 14246 NA NA NA NA
"2020-07-19" 11951 NA NA 15919 NA 11884 NA 14246 NA NA NA 38425
"2020-07-20" 11954 NA NA 15746 13500 11732 11822 14255 NA 16823 NA 38121
"2020-07-21" 11821 NA NA 15790 13500 11746 11821 14285 13264 16718 NA 38229
"2020-07-22" 11867 NA 16317 15654 13400 11650 11825 14264 NA 16747 18256 37972
"2020-07-23" 11804 13267 NA 15691 13300 11673 11828 14267 13215 16685 NA 38102
"2020-07-24" 11837 NA NA NA 13000 NA 11827 14270 NA 16695 NA NA
"2020-07-25" 11837 NA NA NA NA NA NA 14270 NA NA NA NA
"2020-07-26" 11837 NA NA 15102 NA 11260 NA 14270 NA NA NA 36893
"2020-07-27" 11425 NA NA 14236 12300 10633 11834 14274 NA 16340 NA 35085
"2020-07-28" 10864 NA NA 14857 12600 11038 11837 14310 12235 15835 NA 36363
"2020-07-29" 11291 NA 15710 14457 12400 10762 11840 14309 NA 16206 17849 35570
"2020-07-30" 11002 12387 NA 14635 12500 10922 11840 14278 12376 15969 NA 35961
"2020-07-31" 11124 NA NA NA 12400 10862 11842 14280 NA 16089 NA NA
