"date" "TCEF" "BVFED" "VCBFBCF" "VFMVF4" "ETF_VFMVN30" "ETF_SSIVN50" "SSIBF" "TCBF" "VEOF" "SSISCA" "VCBFTBF" "VFMVF1"
"2017-07-24" 12062 NA NA 14432 12000 9971 NA 11343 NA NA NA 31767
"2017-07-25" 11789 NA NA 14543 12000 10053 NA 11363 12973 NA NA 32059
"2017-07-26" 11789 NA 17060 14692 12100 10233 NA 11363 NA 17118 17782 32336
"2017-07-27" 11789 13194 NA 14670 12100 10283 NA 11362 13180 NA NA 32264
"2017-07-28" 11789 NA NA NA 12300 10352 NA 11362 NA NA NA NA
"2017-07-29" 11789 NA NA NA NA NA NA 11362 NA NA NA NA
"2017-07-30" 11789 NA NA 14781 NA NA NA 11362 NA NA NA 32517
"2017-07-31" 11789 NA 17418 14791 12400 10451 NA 11362 13180 17293 18109 32521
"2017-08-01" 12077 NA NA 14828 12400 10457 NA 11387 NA NA NA 32599
"2017-08-02" 12077 NA 17382 14786 12400 10389 NA 11387 NA NA 18079 32485
"2017-08-03" 12077 13302 NA 14843 12400 10465 NA 11374 13180 NA NA 32609
"2017-08-04" 12077 NA NA NA 12400 10564 NA 11374 NA NA NA NA
"2017-08-05" 12077 NA NA NA NA NA NA 11374 NA NA NA NA
"2017-08-06" 12077 NA NA 14931 NA NA NA 11374 NA NA NA 32804
"2017-08-07" 12077 NA NA 14997 12500 10611 NA 11374 NA NA NA 32989
"2017-08-08" 12192 NA NA 14889 12400 10551 NA 11399 13190 NA NA 32767
"2017-08-09" 12192 NA 17271 14672 12300 10387 NA 11399 NA NA 17975 32336
"2017-08-10" 12192 13068 NA 14841 12200 10390 NA 11390 13079 17092 NA 32678
"2017-08-11" 12192 NA NA NA 12200 10381 NA 11390 NA NA NA NA
"2017-08-12" 12192 NA NA NA NA NA NA 11390 NA NA NA NA
"2017-08-13" 12192 NA NA 14851 NA NA NA 11390 NA NA NA 32706
"2017-08-14" 12192 NA NA 14973 12300 10474 NA 11390 NA NA NA 32954
"2017-08-15" 12080 NA NA 14937 12200 10427 NA 11438 13235 NA NA 32882
"2017-08-16" 12080 NA 17224 14973 12300 10448 NA 11438 NA NA 17923 32986
"2017-08-17" 12080 13200 NA 14871 12200 10341 NA 11459 13284 17411 NA 32740
"2017-08-18" 12080 NA NA NA 12200 10297 NA 11459 NA NA NA NA
"2017-08-19" 12080 NA NA NA NA NA NA 11459 NA NA NA NA
"2017-08-20" 12080 NA NA 14844 NA NA NA 11459 NA NA NA 32672
"2017-08-21" 12080 NA NA 14835 12200 10299 NA 11459 NA NA NA 32635
"2017-08-22" 11990 NA NA 14740 12200 10289 NA 11429 13188 NA NA 32441
"2017-08-23" 11990 NA 17053 14765 12100 10292 NA 11429 NA NA 17770 32474
"2017-08-24" 11990 13074 NA 14840 12300 10313 NA 11420 13187 17217 NA 32631
"2017-08-25" 11990 NA NA NA 12300 10317 NA 11420 NA NA NA NA
"2017-08-26" 11990 NA NA NA NA NA NA 11420 NA NA NA NA
"2017-08-27" 11990 NA NA 14871 NA NA NA 11420 NA NA NA 32650
"2017-08-28" 11990 NA NA 14960 12400 10335 NA 11420 NA NA NA 32816
"2017-08-29" 12190 NA NA 14935 12400 10332 NA 11439 13289 NA NA 32790
"2017-08-30" 12190 NA 17141 14996 12500 10370 10000 11439 NA 17514 17849 32930
"2017-08-31" 12190 13372 17187 15026 12600 10416 10001 11447 13323 17579 NA 32995
"2017-09-01" 12190 NA NA NA 12700 10425 NA 11447 NA NA NA NA
"2017-09-02" 12190 NA NA NA NA NA NA 11447 NA NA NA NA
"2017-09-03" 12190 NA NA NA NA NA NA 11447 NA NA NA NA
"2017-09-04" 12190 NA NA 15088 NA NA NA 11447 NA NA NA 33122
"2017-09-05" 12300 NA NA 15090 12700 10464 9999 11463 13356 NA NA 33138
"2017-09-06" 12300 NA 17234 15076 12800 10432 NA 11463 NA 17604 17948 33177
"2017-09-07" 12300 13466 NA 15069 12800 10410 NA 11473 13394 NA NA 33215
"2017-09-08" 12300 NA NA NA 12800 10411 NA 11473 NA NA NA NA
"2017-09-09" 12300 NA NA NA NA NA NA 11473 NA NA NA NA
"2017-09-10" 12300 NA NA 15081 NA NA NA 11473 NA NA NA 33243
"2017-09-11" 12300 NA NA 14988 12800 10299 NA 11473 NA NA NA 33022
"2017-09-12" 12300 NA NA 15071 12800 10368 10014 11470 13180 NA NA 33193
"2017-09-13" 12300 NA 17020 15234 12800 10434 NA 11470 NA 17681 17752 33566
"2017-09-14" 12300 13593 NA 15214 13000 10462 NA 11474 13451 NA NA 33535
"2017-09-15" 12300 NA NA NA 13000 10446 NA 11474 NA NA NA NA
"2017-09-16" 12300 NA NA NA NA NA NA 11474 NA NA NA NA
"2017-09-17" 12300 NA NA 15254 NA NA NA 11474 NA NA NA 33565
"2017-09-18" 12300 NA NA 15292 13100 10520 NA 11474 NA NA NA 33649
"2017-09-19" 12474 NA NA 15295 13100 10503 10056 11496 13506 NA NA 33683
"2017-09-20" 12474 NA 17157 15334 13000 10485 NA 11496 NA 17763 17880 33788
"2017-09-21" 12474 13698 NA 15352 13000 10450 NA 11502 13517 NA NA 33828
"2017-09-22" 12474 NA NA NA 13000 10480 NA 11502 NA NA NA NA
"2017-09-23" 12474 NA NA NA NA NA NA 11502 NA NA NA NA
"2017-09-24" 12474 NA NA 15450 NA NA NA 11502 NA NA NA 34075
"2017-09-25" 12474 NA NA 15477 13000 10515 NA 11502 NA NA NA 34129
"2017-09-26" 12517 NA NA 15506 13000 10561 10063 11510 13519 NA NA 34201
"2017-09-27" 12517 NA 17297 15403 13000 10548 NA 11510 NA 17727 18041 33970
"2017-09-28" 12517 13666 NA 15422 13100 10570 NA 11513 13561 NA NA 34076
"2017-09-29" 12517 NA NA NA 13000 10603 NA 11513 NA NA NA NA
"2017-09-30" 12517 NA 17309 NA NA 10603 10041 11513 13647 17811 NA NA
"2017-10-01" 12517 NA NA 15501 NA NA NA 11513 NA NA NA 34216
"2017-10-02" 12517 NA NA 15462 13000 10561 NA 11513 NA NA NA 34165
"2017-10-03" 12568 NA NA 15394 12900 10505 10051 11508 13596 NA NA 34042
"2017-10-04" 12568 NA 17181 15590 13100 10627 NA 11508 NA NA 17941 34507
"2017-10-05" 12568 13805 NA 15528 13100 10622 NA 11505 13624 17843 NA 34345
"2017-10-06" 12568 NA NA NA 13200 10668 NA 11505 NA NA NA NA
"2017-10-07" 12568 NA NA NA NA NA NA 11505 NA NA NA NA
"2017-10-08" 12568 NA NA 15592 NA NA NA 11505 NA NA NA 34495
"2017-10-09" 12568 NA NA 15662 13200 10708 NA 11505 NA NA NA 34662
"2017-10-10" 12622 NA NA 15793 13300 10763 10108 11521 13667 NA NA 34962
"2017-10-11" 12622 NA 17316 15836 13300 10791 NA 11521 NA NA 18043 35024
"2017-10-12" 12622 13972 NA 15883 13400 10804 NA 11530 13731 17951 NA 35105
"2017-10-13" 12622 NA NA NA 13400 10891 NA 11530 NA NA NA NA
"2017-10-14" 12622 NA NA NA NA NA NA 11530 NA NA NA NA
"2017-10-15" 12622 NA NA 15961 NA NA NA 11530 NA NA NA 35308
"2017-10-16" 12622 NA NA 16037 13400 10845 NA 11530 NA NA NA 35391
"2017-10-17" 12774 NA NA 16169 13500 10934 10113 11547 13704 NA NA 35633
"2017-10-18" 12774 NA 17429 16075 13500 10888 NA 11547 NA NA 18155 35491
"2017-10-19" 12774 14097 NA 16104 13500 10860 NA 11539 13708 17918 NA 35534
"2017-10-20" 12774 NA NA NA 13400 10766 NA 11539 NA NA NA NA
"2017-10-21" 12774 NA NA NA NA NA NA 11539 NA NA NA NA
"2017-10-22" 12774 NA NA 15931 NA NA NA 11539 NA NA NA 35176
"2017-10-23" 12774 NA NA 15736 13400 10649 NA 11539 NA NA NA 34792
"2017-10-24" 12608 NA NA 15793 13400 10694 10077 11561 13410 NA NA 34994
"2017-10-25" 12608 NA 17140 15865 13600 10753 NA 11561 NA NA 17881 35248
"2017-10-26" 12608 14138 NA 15812 13500 10707 NA 11562 13453 17624 NA 35108
"2017-10-27" 12608 NA NA NA 13700 10833 NA 11562 NA NA NA NA
"2017-10-28" 12608 NA NA NA NA NA NA 11562 NA NA NA NA
"2017-10-29" 12608 NA NA 15904 NA NA NA 11562 NA NA NA 35280
"2017-10-30" 12608 NA NA 15843 13800 10808 NA 11562 NA NA NA 35198
"2017-10-31" 12731 NA 17048 15744 13800 10755 10110 11573 13202 17526 NA 35069
"2017-11-01" 12731 NA NA 15697 13800 10760 NA 11573 NA 17392 17790 35040
"2017-11-02" 12731 14338 NA 15384 13700 10663 NA 11564 13106 NA NA 34383
"2017-11-03" 12731 NA NA NA 13700 10802 NA 11564 NA NA NA NA
"2017-11-04" 12731 NA NA NA NA NA NA 11564 NA NA NA NA
"2017-11-05" 12731 NA NA 15634 NA NA NA 11564 NA NA NA 34778
"2017-11-06" 12731 NA NA 15811 13900 10943 10201 11564 NA NA NA 35138
"2017-11-07" 12828 NA NA 15795 14000 10965 NA 11590 13324 NA NA 35121
"2017-11-08" 12828 NA 17189 16017 14100 11136 NA 11590 NA 17697 17896 35626
"2017-11-09" 12828 14603 NA 16078 14000 11189 NA 11583 13470 NA NA 35805
"2017-11-10" 12828 NA NA NA 14200 11247 NA 11583 NA NA NA NA
"2017-11-11" 12828 NA NA NA NA NA NA 11583 NA NA NA NA
"2017-11-12" 12828 NA NA 16258 NA NA NA 11583 NA NA NA 36199
"2017-11-13" 12828 NA NA 16419 14200 11394 10187 11583 NA NA NA 36564
"2017-11-14" 13318 NA NA 16582 14300 11436 NA 11634 13594 NA NA 36852
"2017-11-15" 13318 NA 17698 16710 14600 11532 NA 11634 NA 18087 18318 37019
"2017-11-16" 13318 14938 NA 16889 14600 11694 NA 11613 13838 NA NA 37396
"2017-11-17" 13318 NA NA NA 14700 11655 NA NA NA NA NA NA
"2017-11-18" 13318 NA NA NA NA NA NA 11613 NA NA NA NA
"2017-11-19" 13318 NA NA 16802 NA NA NA 11613 NA NA NA 37262
"2017-11-20" 13318 NA NA 16955 14800 11818 10237 11613 NA NA NA 37600
"2017-11-21" 13689 NA NA 17010 15100 11933 NA 11620 13868 NA NA 37710
"2017-11-22" 13689 NA 18070 17174 15300 12085 NA 11620 NA 18393 18631 38152
"2017-11-23" 13689 15607 NA 17237 15300 12108 NA 11632 14125 NA NA 38293
"2017-11-24" 13689 NA NA NA 15300 12159 NA 11632 NA NA NA NA
"2017-11-25" 13689 NA NA NA NA NA NA 11632 NA NA NA NA
"2017-11-26" 13689 NA NA 17335 NA NA NA 11632 NA NA NA 38478
"2017-11-27" 13689 NA NA 17295 15300 12225 10293 11632 NA NA NA 38373
"2017-11-28" 14131 NA NA 17337 15300 12263 NA 11639 14292 NA NA 38478
"2017-11-29" 14131 NA 18238 17553 15500 12449 NA 11639 NA 18780 18805 38984
"2017-11-30" 14131 15956 18507 17637 15600 12415 10334 11650 14642 18964 NA 39134
"2017-12-01" 14131 NA NA NA 15700 12548 NA 11650 NA NA NA NA
"2017-12-02" 14131 NA NA NA NA NA NA 11650 NA NA NA NA
"2017-12-03" 14131 NA NA 17756 NA NA NA 11650 NA NA NA 39387
"2017-12-04" 14131 NA NA 17931 16000 12784 10380 11650 NA NA NA 39754
"2017-12-05" 14720 NA NA 17568 15700 12479 NA 11669 14886 NA NA 39029
"2017-12-06" 14720 NA 18784 17469 15300 12446 NA 11669 NA 19077 19245 38847
"2017-12-07" 14720 15838 NA 17572 15400 12327 NA 11684 14492 NA NA 39041
"2017-12-08" 14720 NA NA NA 15400 12328 NA 11684 NA NA NA NA
"2017-12-09" 14720 NA NA NA NA NA NA 11684 NA NA NA NA
"2017-12-10" 14720 NA NA 17529 NA NA NA 11684 NA NA NA 38880
"2017-12-11" 14720 NA NA 17284 15300 12062 10269 11684 NA NA NA 38302
"2017-12-12" 13983 NA NA 17308 15300 12113 NA 11707 14078 NA NA 38387
"2017-12-13" 13983 NA 18450 17274 15100 12081 NA 11707 NA 18437 18966 38230
"2017-12-14" 13983 15518 NA 17528 15400 12285 NA 11711 14021 NA NA 38766
"2017-12-15" 13983 NA NA NA 15400 12291 NA 11711 NA NA NA NA
"2017-12-16" 13983 NA NA NA NA NA NA 11711 NA NA NA NA
"2017-12-17" 13983 NA NA 17739 NA NA NA 11711 NA NA NA 39204
"2017-12-18" 13983 NA NA 17902 15700 12558 10296 11711 NA NA NA 39613
"2017-12-19" 14696 NA NA 17884 15700 12493 NA 11718 14709 NA NA 39486
"2017-12-20" 14696 NA 18898 17847 15700 12508 NA 11718 NA 19288 19346 39426
"2017-12-21" 14696 16070 NA 17791 15700 12376 NA 11733 14810 NA NA 39269
"2017-12-22" 14696 NA NA NA 15700 12460 NA 11733 NA NA NA NA
"2017-12-23" 14696 NA NA NA NA NA NA 11733 NA NA NA NA
"2017-12-24" 14696 NA NA 17953 NA NA NA 11733 NA NA NA 39685
"2017-12-25" 14696 NA NA 17904 15700 12507 10336 11733 NA NA NA 39664
"2017-12-26" 14979 NA NA 18001 15900 12595 NA 11728 14859 NA NA 39833
"2017-12-27" 14979 NA 19097 18024 15900 12632 NA 11728 NA 19552 19543 39936
"2017-12-28" 14979 16142 NA 18231 16000 12759 NA 11765 15029 NA NA 40335
"2017-12-29" 14979 NA NA NA 16200 12857 NA 11765 NA NA NA NA
"2017-12-30" 14979 NA NA NA NA NA NA 11765 NA NA NA NA
"2017-12-31" 14979 NA 19361 NA NA 12860 10400 11765 15262 19819 19801 NA
"2018-01-01" 14979 NA NA 18311 NA 12860 10401 11765 NA NA NA 40769
"2018-01-02" 15430 NA NA 18636 16400 13077 NA 11781 15262 NA NA 41429
"2018-01-03" 15430 NA 19545 18745 16700 13252 NA 11781 NA 20191 19945 41534
"2018-01-04" 15430 16839 NA 18915 16800 13364 NA 11833 15551 NA NA 41963
"2018-01-05" 15430 NA NA NA 16700 13280 NA 11833 NA NA NA NA
"2018-01-06" 15430 NA NA NA NA NA NA 11833 NA NA NA NA
"2018-01-07" 15430 NA NA 18900 NA NA NA 11833 NA NA NA 42076
"2018-01-08" 15430 NA NA 19032 17000 13459 10483 11833 NA NA NA 42496
"2018-01-09" 15972 NA NA 19149 17200 13627 NA 11810 15821 NA NA 42833
"2018-01-10" 15972 NA 19899 19209 17100 13643 NA 11810 NA 20897 20266 42914
"2018-01-11" 15972 17361 NA 19239 17400 13768 NA 11797 16183 NA NA 42926
"2018-01-12" 15972 NA NA NA 17500 13787 NA 11797 NA NA NA NA
"2018-01-13" 15972 NA NA NA NA NA NA 11797 NA NA NA NA
"2018-01-14" 15972 NA NA 19168 NA NA NA 11797 NA NA NA 42843
"2018-01-15" 15972 NA NA 19343 17600 13995 10544 11797 NA NA NA 43182
"2018-01-16" 16491 NA NA 19351 17600 13970 NA 11837 16529 NA NA 43220
"2018-01-17" 16491 NA 20024 18903 17300 13610 NA 11837 NA 20738 20385 42408
"2018-01-18" 16491 17332 NA 19095 17300 13845 NA 11815 16197 NA NA 42842
"2018-01-19" 16491 NA NA NA 17600 13966 NA 11815 NA NA NA NA
"2018-01-20" 16491 NA NA NA NA NA NA 11815 NA NA NA NA
"2018-01-21" 16491 NA NA 19308 NA NA NA 11815 NA NA NA 43288
"2018-01-22" 16491 NA NA 19686 17900 14330 10606 11815 NA NA NA 44123
"2018-01-23" 16753 NA NA 19753 NA 14361 NA 11812 16927 NA NA 44316
"2018-01-24" 16753 NA 19961 19755 NA 14359 NA 11812 NA 21761 20338 44291
"2018-01-25" 16753 18071 NA 19988 18500 14520 NA 11817 17004 NA NA 44841
"2018-01-26" 16753 NA NA NA 18200 14629 NA 11817 NA NA NA NA
"2018-01-27" 16753 NA NA NA NA NA NA 11817 NA NA NA NA
"2018-01-28" 16753 NA NA 20062 NA NA NA 11817 NA NA NA 44984
"2018-01-29" 16753 NA NA 19895 18000 14559 10594 11817 NA NA NA 44681
"2018-01-30" 17144 NA NA 20027 18000 14600 NA 11835 17299 NA NA 44948
"2018-01-31" 17144 NA 20145 20000 18000 14528 10609 11835 17278 21885 20545 44873
"2018-02-01" 17144 18144 NA 19922 17800 14373 NA 11810 NA NA NA 44599
"2018-02-02" 17144 NA NA NA 17900 14439 NA 11810 NA NA NA NA
"2018-02-03" 17144 NA NA NA NA NA NA 11810 NA NA NA NA
"2018-02-04" 17144 NA NA 19964 NA NA NA 11810 NA NA NA 44783
"2018-02-05" 17144 NA NA 19146 16900 13713 10494 11810 NA NA NA 43024
"2018-02-06" 15870 NA NA 18526 16400 13324 NA 11856 16339 NA NA 41722
"2018-02-07" 15870 NA 18607 19087 16900 13651 NA 11856 NA 20704 19163 42936
"2018-02-08" 15870 17304 NA 18863 16700 13399 NA 11856 16133 NA NA 42486
"2018-02-09" 15870 NA NA NA 16400 13224 NA 11856 NA 20413 NA NA
"2018-02-10" 15870 NA NA NA NA NA NA 11856 NA NA NA NA
"2018-02-11" 15870 NA NA 18701 NA NA NA 11856 NA NA NA 42207
"2018-02-12" 15870 NA NA 19264 17000 13760 10585 11856 NA NA NA 43383
"2018-02-13" 15326 NA NA NA 17300 14020 NA 11866 16166 NA NA NA
"2018-02-14" 15326 17658 19620 NA NA NA NA 11866 NA NA 20072 NA
"2018-02-15" 15326 NA NA 19635 NA NA NA 11866 16457 NA NA 44166
"2018-02-16" 15326 NA NA NA NA NA NA 11866 NA NA NA NA
"2018-02-17" 15326 NA NA NA NA NA NA 11866 NA NA NA NA
"2018-02-18" 15326 NA NA NA NA NA NA 11866 NA NA NA NA
"2018-02-19" 15326 NA NA NA NA NA NA 11866 NA NA NA NA
"2018-02-20" 15326 NA NA 19629 NA NA NA 11866 16452 NA NA 44158
"2018-02-21" 15326 NA 19614 20005 17700 14306 NA 11866 NA 21416 20072 44882
"2018-02-22" 15326 17983 NA 19781 17500 14154 NA 11894 16779 NA NA 44391
"2018-02-23" 15326 NA NA NA 17900 14461 NA 11894 NA NA NA NA
"2018-02-24" 15326 NA NA NA NA NA NA 11894 NA NA NA NA
"2018-02-25" 15326 NA NA 20170 NA NA NA 11894 NA NA NA 45125
"2018-02-26" 15326 NA NA 20198 18000 14539 10747 11894 NA NA NA 45147
"2018-02-27" 16051 NA NA 20355 18000 14626 NA 11892 17099 NA NA 45495
"2018-02-28" 16051 NA 20187 20488 18000 14658 10805 11892 17282 22199 20538 45718
"2018-03-01" 16051 18467 NA 20463 18200 14622 NA 11907 NA NA NA 45729
"2018-03-02" 16051 NA NA NA 18200 14672 NA 11907 NA NA NA NA
"2018-03-03" 16051 NA NA NA NA NA NA 11907 NA NA NA NA
"2018-03-04" 16051 NA NA 20601 NA NA NA 11907 NA NA NA 46098
"2018-03-05" 16051 NA NA 20170 17900 14366 10764 11907 NA NA NA 45172
"2018-03-06" 15984 NA NA 20652 17900 14670 NA 11906 17013 NA NA 46186
"2018-03-07" 15984 NA 20429 20436 17700 14555 NA 11906 NA 21852 20771 45751
"2018-03-08" 15984 NA NA 20652 18100 14731 NA 11911 17197 NA NA 46232
"2018-03-09" 15984 NA NA NA 18200 14773 NA 11911 NA NA NA NA
"2018-03-10" 15984 NA NA NA NA NA NA 11911 NA NA NA NA
"2018-03-11" 15984 NA NA 20659 NA NA NA 11911 NA NA NA 46305
"2018-03-12" 15984 NA NA 20733 18000 14782 10833 11911 NA NA NA 46391
"2018-03-13" 16148 NA NA 20805 18100 14881 NA 11932 17416 NA NA 46556
"2018-03-14" 16148 NA 20741 20879 18300 14941 NA 11932 NA 22041 21079 46628
"2018-03-15" 16148 18695 NA 20875 18200 14879 NA 11940 17568 NA NA 46528
"2018-03-16" 16148 NA NA NA 18300 14945 NA 11940 NA NA NA NA
"2018-03-17" 16148 NA NA NA NA NA NA 11940 NA NA NA NA
"2018-03-18" 16148 NA NA 21149 NA NA NA 11940 NA NA NA 47052
"2018-03-19" 16148 NA NA 21331 18600 15160 10898 11940 NA NA NA 47378
"2018-03-20" 16647 NA NA 21394 18700 15223 NA 11957 17790 NA NA 47600
"2018-03-21" 16647 NA 20801 21456 18800 15377 NA 11957 NA 22419 21133 47676
"2018-03-22" 16647 19188 NA 21491 18900 15323 NA 11938 17875 NA NA 47665
"2018-03-23" 16647 NA NA NA 18700 15108 NA 11938 NA NA NA NA
"2018-03-24" 16647 NA NA NA NA NA NA 11938 NA NA NA NA
"2018-03-25" 16647 NA NA 21183 NA NA NA 11938 NA NA NA 47002
"2018-03-26" 16647 NA NA 21452 18800 15366 10886 11938 NA NA NA 47620
"2018-03-27" 16505 NA NA 21542 19000 15400 NA 11985 17834 NA NA 47833
"2018-03-28" 16505 NA 20711 21597 18900 15415 NA 11985 NA 21870 21070 47917
"2018-03-29" 16505 19213 NA 21557 18800 15339 NA 11980 17850 NA NA 47869
"2018-03-30" 16505 NA NA NA 18900 15455 NA 11980 NA NA NA NA
"2018-03-31" 16505 NA 20604 NA NA 15455 10909 11980 18026 22092 20951 NA
"2018-04-01" 16505 NA NA 21741 NA NA NA 11980 NA NA NA 48258
"2018-04-02" 16505 NA NA 22109 19100 15732 10936 11980 NA NA NA 48985
"2018-04-03" 16748 NA NA 21987 19000 15615 NA 11985 18322 NA NA 48679
"2018-04-04" 16748 NA 20637 22058 19100 15717 NA 11985 NA 22184 20970 48825
"2018-04-05" 16748 19459 NA 22121 19200 15799 NA 11994 18293 NA NA 48963
"2018-04-06" 16748 NA NA NA 19000 15868 NA 11994 NA NA NA NA
"2018-04-07" 16748 NA NA NA NA NA NA 11994 NA NA NA NA
"2018-04-08" 16748 NA NA 22169 NA NA NA 11994 NA NA NA 49162
"2018-04-09" 16748 NA NA 22219 19300 15889 10955 11994 NA NA NA 49328
"2018-04-10" 16859 NA NA 22189 19100 15740 NA 11985 18485 NA NA 49190
"2018-04-11" 16859 NA 20686 21706 18700 15321 NA 11985 NA 21824 20993 48183
"2018-04-12" 16859 18971 NA 21819 18700 15421 NA 12016 17852 NA NA 48447
"2018-04-13" 16859 NA NA NA 18600 15279 NA 12016 NA NA NA NA
"2018-04-14" 16859 NA NA NA NA NA NA 12016 NA NA NA NA
"2018-04-15" 16859 NA NA 21543 NA NA NA 12016 NA NA NA 47900
"2018-04-16" 16859 NA NA 21421 18500 15201 10884 12016 NA NA NA 47648
"2018-04-17" 16272 NA NA 21471 18600 15254 NA 12046 17635 NA NA 47803
"2018-04-18" 16272 NA 20172 21265 18300 15062 NA 12046 NA 21290 20571 47332
"2018-04-19" 16272 17632 NA 20621 18200 14471 NA 12044 17515 NA NA 45945
"2018-04-20" 16272 NA NA NA 17800 14743 NA 12044 NA NA NA NA
"2018-04-21" 16272 NA NA NA NA NA NA 12044 NA NA NA NA
"2018-04-22" 16272 NA NA 20937 NA NA NA 12044 NA NA NA 46688
"2018-04-23" 16272 NA NA 20236 17400 14423 10831 12044 NA NA NA 45120
"2018-04-24" 15212 NA NA NA 17300 14442 NA 12050 16659 NA NA NA
"2018-04-25" 15212 NA NA 20203 NA 14441 NA 12050 16681 20094 NA 45027
"2018-04-26" 15212 16752 19026 19558 16700 13914 NA 12048 NA NA 19685 43659
"2018-04-27" 15212 NA NA NA 16600 13941 NA 12048 NA NA NA NA
"2018-04-28" 15212 NA NA NA NA NA NA 12048 NA NA NA NA
"2018-04-29" 15212 NA NA NA NA NA NA 12048 NA NA NA NA
"2018-04-30" 15212 NA 18911 NA NA 13940 10820 12048 16257 19707 19609 NA
"2018-05-01" 15212 NA NA 19767 NA 13939 NA 12048 NA NA NA 44193
"2018-05-02" 15212 NA 18910 19501 16400 13603 NA 12048 NA 19465 19609 43650
"2018-05-03" 15212 16293 NA 19546 16500 13565 NA 12074 16016 NA NA 43734
"2018-05-04" 15212 NA NA NA 16500 13566 NA 12074 NA NA NA NA
"2018-05-05" 15212 NA NA NA NA NA NA 12074 NA NA NA NA
"2018-05-06" 15212 NA NA 19542 NA NA NA 12074 NA NA NA 43699
"2018-05-07" 15212 NA NA 20178 17200 14139 10862 12074 NA NA NA 45063
"2018-05-08" 14724 NA NA 20067 17200 14136 NA 12070 16532 NA NA 44756
"2018-05-09" 14724 NA 19067 19952 17100 14101 NA 12070 NA 20103 19669 44424
"2018-05-10" 14730 16623 NA 19511 17000 13671 NA 12075 16491 NA NA 43450
"2018-05-11" 14640 NA NA NA 16800 13930 NA 12075 NA NA NA NA
"2018-05-12" 14640 NA NA NA NA NA NA 12075 NA NA NA NA
"2018-05-13" 14640 NA NA 19798 NA NA NA 12075 NA NA NA 44058
"2018-05-14" 14705 NA NA 19973 17300 14236 10872 12075 NA NA NA 44428
"2018-05-15" 14783 NA NA 20015 17300 14349 NA 12083 16580 NA NA 44507
"2018-05-16" 14813 NA 19211 19692 17000 14076 NA 12083 NA 19964 19758 43819
"2018-05-17" 14681 16501 NA 19439 16700 13731 NA 12084 16391 NA NA 43240
"2018-05-18" 14683 NA NA NA 16700 13868 NA 12084 NA NA NA NA
"2018-05-19" 14683 NA NA NA NA NA NA 12084 NA NA NA NA
"2018-05-20" 14683 NA NA 19542 NA NA NA 12084 NA NA NA 43422
"2018-05-21" 14671 NA NA 19285 16400 13563 10857 12084 NA NA NA 42912
"2018-05-22" 14611 NA NA 18811 15600 13189 NA 12136 15928 NA NA 41867
"2018-05-23" 14459 NA 18378 18940 15900 13249 NA 12136 NA 19190 19130 42056
"2018-05-24" 14481 15525 NA 18836 15600 13122 NA 12114 15645 NA NA 41812
"2018-05-25" 14457 NA NA NA 15400 12794 NA 12114 NA NA NA NA
"2018-05-26" 14457 NA NA NA NA NA NA 12114 NA NA NA NA
"2018-05-27" 14457 NA NA 18450 NA NA NA 12114 NA NA NA 41044
"2018-05-28" 14370 NA NA 17673 14800 12213 10750 12114 NA NA NA 39406
"2018-05-29" 14229 NA NA 18084 15100 12641 NA 12111 14640 NA NA 40386
"2018-05-30" 14320 NA 18059 17992 15000 12587 NA NA NA 18439 18893 40331
"2018-05-31" 14296 14776 18214 18391 15800 12984 10855 12124 15265 19003 18991 41256
"2018-06-01" 14382 NA NA NA 16000 13258 NA 12124 NA NA NA NA
"2018-06-02" 14382 NA NA NA NA NA NA 12124 NA NA NA NA
"2018-06-03" 14382 NA NA 18724 NA NA NA 12124 NA NA NA 41972
"2018-06-04" 14422 NA NA 18934 16300 13673 10913 12124 NA NA NA 42507
"2018-06-05" 14523 NA NA 19013 16500 13830 NA 12125 15848 NA NA 42696
"2018-06-06" 14534 NA 18868 19216 16700 14039 NA 12125 NA 20392 19491 43220
"2018-06-07" 14638 16289 NA 19313 16800 14053 NA 12127 16209 NA NA 43392
"2018-06-08" 14611 NA NA NA 16800 14103 NA 12127 NA NA NA NA
"2018-06-09" 14611 NA NA NA NA NA NA 12127 NA NA NA NA
"2018-06-10" 14611 NA NA 19477 NA NA NA 12127 NA NA NA 43738
"2018-06-11" 14585 NA NA 19542 16900 14099 10927 12127 NA NA NA 43875
"2018-06-12" 14573 NA NA 19166 16600 13888 NA 12159 16266 NA NA 43130
"2018-06-13" 14408 NA 18823 19251 16800 13996 NA 12159 NA 20175 19446 43296
"2018-06-14" 14466 16139 NA 19034 16300 13790 NA 12151 16149 NA NA 42806
"2018-06-15" 14389 NA NA NA 16500 13794 NA 12151 NA NA NA NA
"2018-06-16" 14389 NA NA NA NA NA NA 12151 NA NA NA NA
"2018-06-17" 14389 NA NA 19087 NA NA NA 12151 NA NA NA 42922
"2018-06-18" 14425 NA NA 18460 16000 13344 10876 12151 NA NA NA 41574
"2018-06-19" 13959 NA NA 17909 15100 12963 NA 12171 15546 NA NA 40413
"2018-06-20" 13552 NA 18016 18264 16000 13289 NA 12171 NA 19102 18856 41187
"2018-06-21" 13648 15438 NA 18084 15600 13131 NA 12170 15452 NA NA 40789
"2018-06-22" 13573 NA NA NA 16000 13416 NA 12170 NA NA NA NA
